num,cond,formula,answer
56273,fifth_level,7 - 3 - 3 / 3,3
56274,fifth_level,7 - 3 * 3 + 3,1
56275,fifth_level,7 - 3 * 3 / 3,4
56276,fifth_level,7 - 3 / 3 - 3,3
56277,fifth_level,7 - 3 / 3 * 3,4
56278,fifth_level,7 * 3 / 3 - 3,4
56279,fifth_level,7 / 3 * 3 - 3,4
56280,fifth_level,7 + 3 - 3 - 4,3
56281,fifth_level,7 + 3 / 3 - 4,4
56282,fifth_level,7 - 3 + 3 - 4,3
56283,fifth_level,7 - 3 - 3 + 4,5
56284,fifth_level,7 - 3 * 3 + 4,2
56285,fifth_level,7 - 3 / 3 - 4,2
56286,fifth_level,7 - 3 / 3 * 4,3
56287,fifth_level,7 * 3 / 3 - 4,3
56288,fifth_level,7 / 3 * 3 - 4,3
56289,fifth_level,7 + 3 + 3 - 5,8
56290,fifth_level,7 + 3 - 3 - 5,2
56291,fifth_level,7 + 3 / 3 - 5,3
56292,fifth_level,7 - 3 + 3 - 5,2
56293,fifth_level,7 - 3 - 3 + 5,6
56294,fifth_level,7 - 3 * 3 + 5,3
56295,fifth_level,7 - 3 / 3 - 5,1
56296,fifth_level,7 - 3 / 3 * 5,2
56297,fifth_level,7 * 3 - 3 * 5,6
56298,fifth_level,7 * 3 / 3 - 5,2
56299,fifth_level,7 / 3 * 3 - 5,2
56300,fifth_level,7 + 3 + 3 - 6,7
56301,fifth_level,7 + 3 - 3 - 6,1
56302,fifth_level,7 + 3 / 3 - 6,2
56303,fifth_level,7 - 3 + 3 - 6,1
56304,fifth_level,7 - 3 - 3 + 6,7
56305,fifth_level,7 - 3 * 3 + 6,4
56306,fifth_level,7 - 3 / 3 * 6,1
56307,fifth_level,7 * 3 - 3 * 6,3
56308,fifth_level,7 * 3 / 3 - 6,1
56309,fifth_level,7 / 3 * 3 - 6,1
56310,fifth_level,7 + 3 + 3 - 7,6
56311,fifth_level,7 + 3 / 3 - 7,1
56312,fifth_level,7 - 3 - 3 + 7,8
56313,fifth_level,7 - 3 * 3 + 7,5
56314,fifth_level,7 * 3 / 3 / 7,1
56315,fifth_level,7 / 3 * 3 / 7,1
56316,fifth_level,7 + 3 + 3 - 8,5
56317,fifth_level,7 + 3 * 3 - 8,8
56318,fifth_level,7 - 3 * 3 + 8,6
56319,fifth_level,7 + 3 + 3 - 9,4
56320,fifth_level,7 + 3 * 3 - 9,7
56321,fifth_level,7 + 3 * 3 / 9,8
56322,fifth_level,7 - 3 * 3 + 9,7
56323,fifth_level,7 - 3 * 3 / 9,6
56324,fifth_level,7 * 3 * 3 / 9,7
56325,fifth_level,7 / 3 - 3 / 9,2
56326,fifth_level,7 / 3 / 3 * 9,7
56327,fifth_level,7 + 3 - 4 + 1,7
56328,fifth_level,7 + 3 - 4 - 1,5
56329,fifth_level,7 + 3 - 4 * 1,6
56330,fifth_level,7 + 3 - 4 / 1,6
56331,fifth_level,7 - 3 + 4 - 1,7
56332,fifth_level,7 - 3 + 4 * 1,8
56333,fifth_level,7 - 3 + 4 / 1,8
56334,fifth_level,7 - 3 - 4 + 1,1
56335,fifth_level,7 + 3 - 4 + 2,8
56336,fifth_level,7 + 3 - 4 - 2,4
56337,fifth_level,7 + 3 - 4 * 2,2
56338,fifth_level,7 + 3 - 4 / 2,8
56339,fifth_level,7 - 3 + 4 - 2,6
56340,fifth_level,7 - 3 + 4 / 2,6
56341,fifth_level,7 - 3 - 4 + 2,2
56342,fifth_level,7 - 3 - 4 / 2,2
56343,fifth_level,7 - 3 * 4 / 2,1
56344,fifth_level,7 + 3 - 4 - 3,3
56345,fifth_level,7 - 3 + 4 - 3,5
56346,fifth_level,7 - 3 - 4 + 3,3
56347,fifth_level,7 - 3 * 4 / 3,3
56348,fifth_level,7 + 3 - 4 - 4,2
56349,fifth_level,7 - 3 + 4 - 4,4
56350,fifth_level,7 - 3 + 4 / 4,5
56351,fifth_level,7 - 3 - 4 + 4,4
56352,fifth_level,7 - 3 - 4 / 4,3
56353,fifth_level,7 - 3 * 4 / 4,4
56354,fifth_level,7 - 3 / 4 * 4,4
56355,fifth_level,7 * 3 - 4 * 4,5
56356,fifth_level,7 + 3 - 4 - 5,1
56357,fifth_level,7 - 3 + 4 - 5,3
56358,fifth_level,7 - 3 - 4 + 5,5
56359,fifth_level,7 * 3 - 4 * 5,1
56360,fifth_level,7 + 3 + 4 - 6,8
56361,fifth_level,7 - 3 + 4 - 6,2
56362,fifth_level,7 - 3 - 4 + 6,6
56363,fifth_level,7 - 3 * 4 + 6,1
56364,fifth_level,7 - 3 * 4 / 6,5
56365,fifth_level,7 / 3 + 4 / 6,3
56366,fifth_level,7 + 3 + 4 - 7,7
56367,fifth_level,7 - 3 + 4 - 7,1
56368,fifth_level,7 - 3 - 4 + 7,7
56369,fifth_level,7 - 3 * 4 + 7,2
56370,fifth_level,7 + 3 + 4 - 8,6
56371,fifth_level,7 - 3 - 4 + 8,8
56372,fifth_level,7 - 3 * 4 + 8,3
56373,fifth_level,7 - 3 / 4 * 8,1
56374,fifth_level,7 + 3 + 4 - 9,5
56375,fifth_level,7 - 3 * 4 + 9,4
56376,fifth_level,7 * 3 - 4 - 9,8
56377,fifth_level,7 + 3 - 5 + 1,6
56378,fifth_level,7 + 3 - 5 - 1,4
56379,fifth_level,7 + 3 - 5 * 1,5
56380,fifth_level,7 + 3 - 5 / 1,5
56381,fifth_level,7 - 3 + 5 - 1,8
56382,fifth_level,7 + 3 - 5 + 2,7
56383,fifth_level,7 + 3 - 5 - 2,3
56384,fifth_level,7 - 3 + 5 - 2,7
56385,fifth_level,7 - 3 - 5 + 2,1
56386,fifth_level,7 + 3 - 5 + 3,8
56387,fifth_level,7 + 3 - 5 - 3,2
56388,fifth_level,7 - 3 + 5 - 3,6
56389,fifth_level,7 - 3 - 5 + 3,2
56390,fifth_level,7 - 3 * 5 / 3,2
56391,fifth_level,7 * 3 - 5 * 3,6
56392,fifth_level,7 / 3 + 5 / 3,4
56393,fifth_level,7 + 3 - 5 - 4,1
56394,fifth_level,7 - 3 + 5 - 4,5
56395,fifth_level,7 - 3 - 5 + 4,3
56396,fifth_level,7 * 3 - 5 * 4,1
56397,fifth_level,7 - 3 + 5 - 5,4
56398,fifth_level,7 - 3 + 5 / 5,5
56399,fifth_level,7 - 3 - 5 + 5,4
56400,fifth_level,7 - 3 - 5 / 5,3
56401,fifth_level,7 - 3 * 5 / 5,4
56402,fifth_level,7 - 3 / 5 * 5,4
56403,fifth_level,7 - 3 + 5 - 6,3
56404,fifth_level,7 - 3 - 5 + 6,5
56405,fifth_level,7 + 3 + 5 - 7,8
56406,fifth_level,7 - 3 + 5 - 7,2
56407,fifth_level,7 - 3 - 5 + 7,6
56408,fifth_level,7 + 3 + 5 - 8,7
56409,fifth_level,7 - 3 + 5 - 8,1
56410,fifth_level,7 - 3 - 5 + 8,7
56411,fifth_level,7 * 3 - 5 - 8,8
56412,fifth_level,7 + 3 + 5 - 9,6
56413,fifth_level,7 - 3 - 5 + 9,8
56414,fifth_level,7 - 3 * 5 + 9,1
56415,fifth_level,7 * 3 - 5 - 9,7
56416,fifth_level,7 + 3 - 6 + 1,5
56417,fifth_level,7 + 3 - 6 - 1,3
56418,fifth_level,7 + 3 - 6 * 1,4
56419,fifth_level,7 + 3 - 6 / 1,4
56420,fifth_level,7 + 3 - 6 + 2,6
56421,fifth_level,7 + 3 - 6 - 2,2
56422,fifth_level,7 + 3 - 6 / 2,7
56423,fifth_level,7 + 3 / 6 * 2,8
56424,fifth_level,7 - 3 + 6 - 2,8
56425,fifth_level,7 - 3 + 6 / 2,7
56426,fifth_level,7 - 3 - 6 / 2,1
56427,fifth_level,7 - 3 / 6 * 2,6
56428,fifth_level,7 * 3 / 6 * 2,7
56429,fifth_level,7 / 3 * 6 / 2,7
56430,fifth_level,7 + 3 - 6 + 3,7
56431,fifth_level,7 + 3 - 6 - 3,1
56432,fifth_level,7 + 3 - 6 / 3,8
56433,fifth_level,7 - 3 + 6 - 3,7
56434,fifth_level,7 - 3 + 6 / 3,6
56435,fifth_level,7 - 3 - 6 + 3,1
56436,fifth_level,7 - 3 - 6 / 3,2
56437,fifth_level,7 - 3 * 6 / 3,1
56438,fifth_level,7 * 3 - 6 * 3,3
56439,fifth_level,7 + 3 - 6 + 4,8
56440,fifth_level,7 - 3 + 6 - 4,6
56441,fifth_level,7 - 3 - 6 + 4,2
56442,fifth_level,7 - 3 / 6 * 4,5
56443,fifth_level,7 - 3 + 6 - 5,5
56444,fifth_level,7 - 3 - 6 + 5,3
56445,fifth_level,7 - 3 + 6 - 6,4
56446,fifth_level,7 - 3 + 6 / 6,5
56447,fifth_level,7 - 3 - 6 + 6,4
56448,fifth_level,7 - 3 - 6 / 6,3
56449,fifth_level,7 - 3 * 6 / 6,4
56450,fifth_level,7 - 3 / 6 * 6,4
56451,fifth_level,7 / 3 * 6 - 6,8
56452,fifth_level,7 - 3 + 6 - 7,3
56453,fifth_level,7 - 3 - 6 + 7,5
56454,fifth_level,7 * 3 - 6 - 7,8
56455,fifth_level,7 / 3 * 6 - 7,7
56456,fifth_level,7 / 3 * 6 / 7,2
56457,fifth_level,7 + 3 + 6 - 8,8
56458,fifth_level,7 - 3 + 6 - 8,2
56459,fifth_level,7 - 3 - 6 + 8,6
56460,fifth_level,7 - 3 / 6 * 8,3
56461,fifth_level,7 * 3 - 6 - 8,7
56462,fifth_level,7 / 3 * 6 - 8,6
56463,fifth_level,7 + 3 + 6 - 9,7
56464,fifth_level,7 - 3 + 6 - 9,1
56465,fifth_level,7 - 3 - 6 + 9,7
56466,fifth_level,7 - 3 * 6 / 9,5
56467,fifth_level,7 * 3 - 6 - 9,6
56468,fifth_level,7 / 3 + 6 / 9,3
56469,fifth_level,7 / 3 * 6 - 9,5
56470,fifth_level,7 + 3 - 7 + 1,4
56471,fifth_level,7 + 3 - 7 - 1,2
56472,fifth_level,7 + 3 - 7 * 1,3
56473,fifth_level,7 + 3 - 7 / 1,3
56474,fifth_level,7 * 3 / 7 + 1,4
56475,fifth_level,7 * 3 / 7 - 1,2
56476,fifth_level,7 * 3 / 7 * 1,3
56477,fifth_level,7 * 3 / 7 / 1,3
56478,fifth_level,7 + 3 - 7 + 2,5
56479,fifth_level,7 + 3 - 7 - 2,1
56480,fifth_level,7 * 3 - 7 * 2,7
56481,fifth_level,7 * 3 / 7 + 2,5
56482,fifth_level,7 * 3 / 7 - 2,1
56483,fifth_level,7 * 3 / 7 * 2,6
56484,fifth_level,7 + 3 - 7 + 3,6
56485,fifth_level,7 - 3 + 7 - 3,8
56486,fifth_level,7 * 3 / 7 + 3,6
56487,fifth_level,7 * 3 / 7 / 3,1
56488,fifth_level,7 / 3 / 7 * 3,1
56489,fifth_level,7 + 3 - 7 + 4,7
56490,fifth_level,7 - 3 + 7 - 4,7
56491,fifth_level,7 - 3 - 7 + 4,1
56492,fifth_level,7 * 3 / 7 + 4,7
56493,fifth_level,7 + 3 - 7 + 5,8
56494,fifth_level,7 - 3 + 7 - 5,6
56495,fifth_level,7 - 3 - 7 + 5,2
56496,fifth_level,7 * 3 / 7 + 5,8
56497,fifth_level,7 - 3 + 7 - 6,5
56498,fifth_level,7 - 3 - 7 + 6,3
56499,fifth_level,7 * 3 - 7 - 6,8
56500,fifth_level,7 / 3 / 7 * 6,2
56501,fifth_level,7 - 3 + 7 - 7,4
56502,fifth_level,7 - 3 + 7 / 7,5
56503,fifth_level,7 - 3 - 7 + 7,4
56504,fifth_level,7 - 3 - 7 / 7,3
56505,fifth_level,7 - 3 * 7 / 7,4
56506,fifth_level,7 - 3 / 7 * 7,4
56507,fifth_level,7 * 3 - 7 - 7,7
56508,fifth_level,7 - 3 + 7 - 8,3
56509,fifth_level,7 - 3 - 7 + 8,5
56510,fifth_level,7 * 3 - 7 - 8,6
56511,fifth_level,7 + 3 + 7 - 9,8
56512,fifth_level,7 - 3 + 7 - 9,2
56513,fifth_level,7 - 3 - 7 + 9,6
56514,fifth_level,7 * 3 - 7 - 9,5
56515,fifth_level,7 + 3 - 8 + 1,3
56516,fifth_level,7 + 3 - 8 - 1,1
56517,fifth_level,7 + 3 - 8 * 1,2
56518,fifth_level,7 + 3 - 8 / 1,2
56519,fifth_level,7 + 3 - 8 + 2,4
56520,fifth_level,7 + 3 - 8 / 2,6
56521,fifth_level,7 - 3 + 8 / 2,8
56522,fifth_level,7 * 3 - 8 * 2,5
56523,fifth_level,7 + 3 - 8 + 3,5
56524,fifth_level,7 / 3 + 8 / 3,5
56525,fifth_level,7 + 3 - 8 + 4,6
56526,fifth_level,7 + 3 - 8 / 4,8
56527,fifth_level,7 - 3 + 8 - 4,8
56528,fifth_level,7 - 3 + 8 / 4,6
56529,fifth_level,7 - 3 - 8 / 4,2
56530,fifth_level,7 - 3 * 8 / 4,1
56531,fifth_level,7 + 3 - 8 + 5,7
56532,fifth_level,7 - 3 + 8 - 5,7
56533,fifth_level,7 - 3 - 8 + 5,1
56534,fifth_level,7 * 3 - 8 - 5,8
56535,fifth_level,7 + 3 - 8 + 6,8
56536,fifth_level,7 - 3 + 8 - 6,6
56537,fifth_level,7 - 3 - 8 + 6,2
56538,fifth_level,7 - 3 * 8 / 6,3
56539,fifth_level,7 * 3 - 8 - 6,7
56540,fifth_level,7 - 3 + 8 - 7,5
56541,fifth_level,7 - 3 - 8 + 7,3
56542,fifth_level,7 * 3 - 8 - 7,6
56543,fifth_level,7 - 3 + 8 - 8,4
56544,fifth_level,7 - 3 + 8 / 8,5
56545,fifth_level,7 - 3 - 8 + 8,4
56546,fifth_level,7 - 3 - 8 / 8,3
56547,fifth_level,7 - 3 * 8 / 8,4
56548,fifth_level,7 - 3 / 8 * 8,4
56549,fifth_level,7 * 3 - 8 - 8,5
56550,fifth_level,7 - 3 + 8 - 9,3
56551,fifth_level,7 - 3 - 8 + 9,5
56552,fifth_level,7 * 3 - 8 - 9,4
56553,fifth_level,7 + 3 - 9 + 1,2
56554,fifth_level,7 + 3 - 9 * 1,1
56555,fifth_level,7 + 3 - 9 / 1,1
56556,fifth_level,7 + 3 - 9 + 2,3
56557,fifth_level,7 * 3 - 9 * 2,3
56558,fifth_level,7 + 3 - 9 + 3,4
56559,fifth_level,7 + 3 - 9 / 3,7
56560,fifth_level,7 + 3 / 9 * 3,8
56561,fifth_level,7 - 3 + 9 / 3,7
56562,fifth_level,7 - 3 - 9 / 3,1
56563,fifth_level,7 - 3 / 9 * 3,6
56564,fifth_level,7 * 3 / 9 * 3,7
56565,fifth_level,7 / 3 * 9 / 3,7
56566,fifth_level,7 + 3 - 9 + 4,5
56567,fifth_level,7 * 3 - 9 - 4,8
56568,fifth_level,7 + 3 - 9 + 5,6
56569,fifth_level,7 - 3 + 9 - 5,8
56570,fifth_level,7 * 3 - 9 - 5,7
56571,fifth_level,7 + 3 - 9 + 6,7
56572,fifth_level,7 - 3 + 9 - 6,7
56573,fifth_level,7 - 3 - 9 + 6,1
56574,fifth_level,7 - 3 / 9 * 6,5
56575,fifth_level,7 * 3 - 9 - 6,6
56576,fifth_level,7 + 3 - 9 + 7,8
56577,fifth_level,7 - 3 + 9 - 7,6
56578,fifth_level,7 - 3 - 9 + 7,2
56579,fifth_level,7 * 3 - 9 - 7,5
56580,fifth_level,7 / 3 * 9 / 7,3
56581,fifth_level,7 - 3 + 9 - 8,5
56582,fifth_level,7 - 3 - 9 + 8,3
56583,fifth_level,7 * 3 - 9 - 8,4
56584,fifth_level,7 - 3 + 9 - 9,4
56585,fifth_level,7 - 3 + 9 / 9,5
56586,fifth_level,7 - 3 - 9 + 9,4
56587,fifth_level,7 - 3 - 9 / 9,3
56588,fifth_level,7 - 3 * 9 / 9,4
56589,fifth_level,7 - 3 / 9 * 9,4
56590,fifth_level,7 * 3 - 9 - 9,3
56591,fifth_level,7 - 4 + 1 + 1,5
56592,fifth_level,7 - 4 + 1 - 1,3
56593,fifth_level,7 - 4 + 1 * 1,4
56594,fifth_level,7 - 4 + 1 / 1,4
56595,fifth_level,7 - 4 - 1 + 1,3
56596,fifth_level,7 - 4 - 1 - 1,1
56597,fifth_level,7 - 4 - 1 * 1,2
56598,fifth_level,7 - 4 - 1 / 1,2
56599,fifth_level,7 - 4 * 1 + 1,4
56600,fifth_level,7 - 4 * 1 - 1,2
56601,fifth_level,7 - 4 * 1 * 1,3
56602,fifth_level,7 - 4 * 1 / 1,3
56603,fifth_level,7 - 4 / 1 + 1,4
56604,fifth_level,7 - 4 / 1 - 1,2
56605,fifth_level,7 - 4 / 1 * 1,3
56606,fifth_level,7 - 4 / 1 / 1,3
56607,fifth_level,7 + 4 - 1 - 2,8
56608,fifth_level,7 - 4 + 1 + 2,6
56609,fifth_level,7 - 4 + 1 - 2,2
56610,fifth_level,7 - 4 + 1 * 2,5
56611,fifth_level,7 - 4 - 1 + 2,4
56612,fifth_level,7 - 4 - 1 * 2,1
56613,fifth_level,7 - 4 * 1 + 2,5
56614,fifth_level,7 - 4 * 1 - 2,1
56615,fifth_level,7 - 4 * 1 / 2,5
56616,fifth_level,7 - 4 / 1 + 2,5
56617,fifth_level,7 - 4 / 1 - 2,1
56618,fifth_level,7 - 4 / 1 / 2,5
56619,fifth_level,7 + 4 - 1 - 3,7
56620,fifth_level,7 + 4 - 1 * 3,8
56621,fifth_level,7 + 4 * 1 - 3,8
56622,fifth_level,7 + 4 / 1 - 3,8
56623,fifth_level,7 - 4 + 1 + 3,7
56624,fifth_level,7 - 4 + 1 - 3,1
56625,fifth_level,7 - 4 + 1 * 3,6
56626,fifth_level,7 - 4 - 1 + 3,5
56627,fifth_level,7 - 4 * 1 + 3,6
56628,fifth_level,7 - 4 / 1 + 3,6
56629,fifth_level,7 + 4 + 1 - 4,8
56630,fifth_level,7 + 4 - 1 - 4,6
56631,fifth_level,7 + 4 - 1 * 4,7
56632,fifth_level,7 + 4 * 1 - 4,7
56633,fifth_level,7 + 4 * 1 / 4,8
56634,fifth_level,7 + 4 / 1 - 4,7
56635,fifth_level,7 + 4 / 1 / 4,8
56636,fifth_level,7 - 4 + 1 + 4,8
56637,fifth_level,7 - 4 + 1 * 4,7
56638,fifth_level,7 - 4 - 1 + 4,6
56639,fifth_level,7 - 4 * 1 + 4,7
56640,fifth_level,7 - 4 * 1 / 4,6
56641,fifth_level,7 - 4 / 1 + 4,7
56642,fifth_level,7 - 4 / 1 / 4,6
56643,fifth_level,7 * 4 * 1 / 4,7
56644,fifth_level,7 * 4 / 1 / 4,7
56645,fifth_level,7 / 4 + 1 / 4,2
56646,fifth_level,7 / 4 * 1 * 4,7
56647,fifth_level,7 / 4 / 1 * 4,7
56648,fifth_level,7 + 4 + 1 - 5,7
56649,fifth_level,7 + 4 - 1 - 5,5
56650,fifth_level,7 + 4 - 1 * 5,6
56651,fifth_level,7 + 4 * 1 - 5,6
56652,fifth_level,7 + 4 / 1 - 5,6
56653,fifth_level,7 - 4 + 1 * 5,8
56654,fifth_level,7 - 4 - 1 + 5,7
56655,fifth_level,7 - 4 * 1 + 5,8
56656,fifth_level,7 - 4 / 1 + 5,8
56657,fifth_level,7 + 4 + 1 - 6,6
56658,fifth_level,7 + 4 - 1 - 6,4
56659,fifth_level,7 + 4 - 1 * 6,5
56660,fifth_level,7 + 4 * 1 - 6,5
56661,fifth_level,7 + 4 / 1 - 6,5
56662,fifth_level,7 - 4 - 1 + 6,8
56663,fifth_level,7 + 4 + 1 - 7,5
56664,fifth_level,7 + 4 - 1 - 7,3
56665,fifth_level,7 + 4 - 1 * 7,4
56666,fifth_level,7 + 4 * 1 - 7,4
56667,fifth_level,7 + 4 / 1 - 7,4
56668,fifth_level,7 * 4 * 1 / 7,4
56669,fifth_level,7 * 4 / 1 / 7,4
56670,fifth_level,7 + 4 + 1 - 8,4
56671,fifth_level,7 + 4 - 1 - 8,2
56672,fifth_level,7 + 4 - 1 * 8,3
56673,fifth_level,7 + 4 * 1 - 8,3
56674,fifth_level,7 + 4 / 1 - 8,3
56675,fifth_level,7 + 4 + 1 - 9,3
56676,fifth_level,7 + 4 - 1 - 9,1
56677,fifth_level,7 + 4 - 1 * 9,2
56678,fifth_level,7 + 4 * 1 - 9,2
56679,fifth_level,7 + 4 / 1 - 9,2
56680,fifth_level,7 + 4 - 2 - 1,8
56681,fifth_level,7 + 4 / 2 - 1,8
56682,fifth_level,7 - 4 + 2 + 1,6
56683,fifth_level,7 - 4 + 2 - 1,4
56684,fifth_level,7 - 4 + 2 * 1,5
56685,fifth_level,7 - 4 + 2 / 1,5
56686,fifth_level,7 - 4 - 2 + 1,2
56687,fifth_level,7 - 4 - 2 * 1,1
56688,fifth_level,7 - 4 - 2 / 1,1
56689,fifth_level,7 - 4 / 2 + 1,6
56690,fifth_level,7 - 4 / 2 - 1,4
56691,fifth_level,7 - 4 / 2 * 1,5
56692,fifth_level,7 - 4 / 2 / 1,5
56693,fifth_level,7 + 4 - 2 - 2,7
56694,fifth_level,7 + 4 - 2 * 2,7
56695,fifth_level,7 + 4 / 2 - 2,7
56696,fifth_level,7 + 4 / 2 / 2,8
56697,fifth_level,7 - 4 + 2 + 2,7
56698,fifth_level,7 - 4 + 2 - 2,3
56699,fifth_level,7 - 4 + 2 * 2,7
56700,fifth_level,7 - 4 + 2 / 2,4
56701,fifth_level,7 - 4 - 2 + 2,3
56702,fifth_level,7 - 4 - 2 / 2,2
56703,fifth_level,7 - 4 * 2 + 2,1
56704,fifth_level,7 - 4 * 2 / 2,3
56705,fifth_level,7 - 4 / 2 + 2,7
56706,fifth_level,7 - 4 / 2 - 2,3
56707,fifth_level,7 - 4 / 2 * 2,3
56708,fifth_level,7 - 4 / 2 / 2,6
56709,fifth_level,7 * 4 / 2 / 2,7
56710,fifth_level,7 / 4 * 2 * 2,7
56711,fifth_level,7 + 4 - 2 - 3,6
56712,fifth_level,7 + 4 - 2 * 3,5
56713,fifth_level,7 + 4 / 2 - 3,6
56714,fifth_level,7 - 4 + 2 + 3,8
56715,fifth_level,7 - 4 + 2 - 3,2
56716,fifth_level,7 - 4 - 2 + 3,4
56717,fifth_level,7 - 4 * 2 + 3,2
56718,fifth_level,7 - 4 / 2 + 3,8
56719,fifth_level,7 - 4 / 2 - 3,2
56720,fifth_level,7 - 4 / 2 * 3,1
56721,fifth_level,7 + 4 - 2 - 4,5
56722,fifth_level,7 + 4 - 2 * 4,3
56723,fifth_level,7 + 4 / 2 - 4,5
56724,fifth_level,7 - 4 + 2 - 4,1
56725,fifth_level,7 - 4 - 2 + 4,5
56726,fifth_level,7 - 4 * 2 + 4,3
56727,fifth_level,7 - 4 * 2 / 4,5
56728,fifth_level,7 - 4 / 2 - 4,1
56729,fifth_level,7 + 4 + 2 - 5,8
56730,fifth_level,7 + 4 - 2 - 5,4
56731,fifth_level,7 + 4 - 2 * 5,1
56732,fifth_level,7 + 4 / 2 - 5,4
56733,fifth_level,7 - 4 - 2 + 5,6
56734,fifth_level,7 - 4 * 2 + 5,4
56735,fifth_level,7 + 4 + 2 - 6,7
56736,fifth_level,7 + 4 - 2 - 6,3
56737,fifth_level,7 + 4 / 2 - 6,3
56738,fifth_level,7 - 4 - 2 + 6,7
56739,fifth_level,7 - 4 * 2 + 6,5
56740,fifth_level,7 * 4 / 2 - 6,8
56741,fifth_level,7 + 4 + 2 - 7,6
56742,fifth_level,7 + 4 - 2 - 7,2
56743,fifth_level,7 + 4 * 2 - 7,8
56744,fifth_level,7 + 4 / 2 - 7,2
56745,fifth_level,7 - 4 - 2 + 7,8
56746,fifth_level,7 - 4 * 2 + 7,6
56747,fifth_level,7 * 4 * 2 / 7,8
56748,fifth_level,7 * 4 / 2 - 7,7
56749,fifth_level,7 * 4 / 2 / 7,2
56750,fifth_level,7 + 4 + 2 - 8,5
56751,fifth_level,7 + 4 - 2 - 8,1
56752,fifth_level,7 + 4 * 2 - 8,7
56753,fifth_level,7 + 4 * 2 / 8,8
56754,fifth_level,7 + 4 / 2 - 8,1
56755,fifth_level,7 - 4 * 2 + 8,7
56756,fifth_level,7 - 4 * 2 / 8,6
56757,fifth_level,7 * 4 * 2 / 8,7
56758,fifth_level,7 * 4 / 2 - 8,6
56759,fifth_level,7 / 4 + 2 / 8,2
56760,fifth_level,7 / 4 / 2 * 8,7
56761,fifth_level,7 + 4 + 2 - 9,4
56762,fifth_level,7 + 4 * 2 - 9,6
56763,fifth_level,7 - 4 * 2 + 9,8
56764,fifth_level,7 * 4 / 2 - 9,5
56765,fifth_level,7 + 4 - 3 - 1,7
56766,fifth_level,7 + 4 - 3 * 1,8
56767,fifth_level,7 + 4 - 3 / 1,8
56768,fifth_level,7 - 4 + 3 + 1,7
56769,fifth_level,7 - 4 + 3 - 1,5
56770,fifth_level,7 - 4 + 3 * 1,6
56771,fifth_level,7 - 4 + 3 / 1,6
56772,fifth_level,7 - 4 - 3 + 1,1
56773,fifth_level,7 + 4 - 3 - 2,6
56774,fifth_level,7 + 4 - 3 * 2,5
56775,fifth_level,7 - 4 + 3 + 2,8
56776,fifth_level,7 - 4 + 3 - 2,4
56777,fifth_level,7 - 4 - 3 + 2,2
56778,fifth_level,7 - 4 * 3 / 2,1
56779,fifth_level,7 + 4 - 3 - 3,5
56780,fifth_level,7 + 4 - 3 * 3,2
56781,fifth_level,7 - 4 + 3 - 3,3
56782,fifth_level,7 - 4 + 3 / 3,4
56783,fifth_level,7 - 4 - 3 + 3,3
56784,fifth_level,7 - 4 - 3 / 3,2
56785,fifth_level,7 - 4 * 3 / 3,3
56786,fifth_level,7 - 4 / 3 * 3,3
56787,fifth_level,7 + 4 - 3 - 4,4
56788,fifth_level,7 - 4 + 3 - 4,2
56789,fifth_level,7 - 4 - 3 + 4,4
56790,fifth_level,7 - 4 * 3 / 4,4
56791,fifth_level,7 / 4 - 3 / 4,1
56792,fifth_level,7 + 4 - 3 - 5,3
56793,fifth_level,7 - 4 + 3 - 5,1
56794,fifth_level,7 - 4 - 3 + 5,5
56795,fifth_level,7 + 4 + 3 - 6,8
56796,fifth_level,7 + 4 - 3 - 6,2
56797,fifth_level,7 - 4 - 3 + 6,6
56798,fifth_level,7 - 4 * 3 + 6,1
56799,fifth_level,7 - 4 * 3 / 6,5
56800,fifth_level,7 + 4 + 3 - 7,7
56801,fifth_level,7 + 4 - 3 - 7,1
56802,fifth_level,7 - 4 - 3 + 7,7
56803,fifth_level,7 - 4 * 3 + 7,2
56804,fifth_level,7 * 4 - 3 * 7,7
56805,fifth_level,7 + 4 + 3 - 8,6
56806,fifth_level,7 - 4 - 3 + 8,8
56807,fifth_level,7 - 4 * 3 + 8,3
56808,fifth_level,7 * 4 - 3 * 8,4
56809,fifth_level,7 + 4 + 3 - 9,5
56810,fifth_level,7 - 4 * 3 + 9,4
56811,fifth_level,7 * 4 - 3 * 9,1
56812,fifth_level,7 + 4 - 4 + 1,8
56813,fifth_level,7 + 4 - 4 - 1,6
56814,fifth_level,7 + 4 - 4 * 1,7
56815,fifth_level,7 + 4 - 4 / 1,7
56816,fifth_level,7 + 4 / 4 - 1,7
56817,fifth_level,7 + 4 / 4 * 1,8
56818,fifth_level,7 + 4 / 4 / 1,8
56819,fifth_level,7 - 4 + 4 + 1,8
56820,fifth_level,7 - 4 + 4 - 1,6
56821,fifth_level,7 - 4 + 4 * 1,7
56822,fifth_level,7 - 4 + 4 / 1,7
56823,fifth_level,7 - 4 / 4 + 1,7
56824,fifth_level,7 - 4 / 4 - 1,5
56825,fifth_level,7 - 4 / 4 * 1,6
56826,fifth_level,7 - 4 / 4 / 1,6
56827,fifth_level,7 * 4 / 4 + 1,8
56828,fifth_level,7 * 4 / 4 - 1,6
56829,fifth_level,7 * 4 / 4 * 1,7
56830,fifth_level,7 * 4 / 4 / 1,7
56831,fifth_level,7 / 4 * 4 + 1,8
